Product_ID,Product_Name,Material,CO2_per_kg,Recyclability_Score,Biodegradability_Score,Source_Country,Packaging_Type,Transport_Distance_km,Transport_Mode,Delivery_Carbon_kgCO2e,Energy_Consumption_kWh,Water_Usage_Liters,Waste_Generated_kg,Total_Sustainability_Score
P-02991,Polyester Product 2991,Leather,14.17,0.32,0.54,Germany,Recycled,9327.9,Sea,85.28,132.2,4916.6,2.12,100.0
P-02992,Wood Product 2992,Wood,12.54,0.42,0.58,USA,Cardboard,6785.6,Sea,112.29,269.5,4960.4,2.93,100.0
P-02993,Glass Product 2993,Leather,6.78,0.81,0.34,Brazil,Bioplastic,8390.6,Road,63.54,272.53,206.1,0.43,100.0
P-02994,Glass Product 2994,Polyester,13.89,0.94,0.88,Turkey,Paper,10665.4,Rail,94.01,260.07,3249.1,1.24,100.0
P-02995,Wood Product 2995,Glass,4.09,0.54,0.22,Brazil,Bioplastic,4155.4,Sea,74.25,105.69,4922.8,0.41,100.0
P-02996,Aluminum Product 2996,Leather,9.39,0.68,0.44,China,Plastic,3842.3,Rail,26.83,166.3,1822.6,4.18,100.0
P-02997,Plastic Product 2997,Cotton,2.47,0.78,0.21,UK,Paper,7173.3,Air,100.49,36.28,1020.4,0.22,100.0
P-02998,Cotton Product 2998,Aluminum,6.33,0.75,0.16,China,Bioplastic,3297.0,Air,106.07,13.1,2090.5,2.99,100.0
P-02999,Cotton Product 2999,Wood,5.03,0.54,0.18,UK,Cardboard,11482.5,Road,7.89,45.89,1903.9,3.51,100.0
P-03000,Plastic Product 3000,Paper,14.33,0.87,0.32,UK,Bioplastic,553.4,Sea,30.71,291.48,2704.8,4.13,100.0
P-03001,Wool Product 3001,Leather,11.87,0.54,0.7,Germany,Bioplastic,1654.5,Road,105.94,30.33,225.5,3.32,100.0
P-03002,Plastic Product 3002,Leather,14.32,0.22,0.67,USA,Bioplastic,7243.2,Road,3.84,290.87,2828.5,3.59,100.0
P-03003,Polyester Product 3003,Plastic,12.85,0.38,0.53,UK,Recycled,11234.4,Rail,75.99,296.14,472.3,2.78,100.0
P-03004,Wood Product 3004,Paper,2.79,0.22,0.21,Bangladesh,Plastic,10362.6,Air,20.48,272.35,2715.0,4.88,100.0
P-03005,Glass Product 3005,Aluminum,7.6,0.61,0.65,Turkey,Recycled,7001.4,Sea,122.24,123.98,1144.6,4.76,100.0
P-03006,Steel Product 3006,Wood,1.26,0.82,0.84,India,Cardboard,9838.5,Sea,96.26,89.05,952.3,4.58,100.0
P-03007,Leather Product 3007,Polyester,8.8,0.94,0.27,Bangladesh,Recycled,11696.6,Road,56.83,81.63,2660.7,0.37,100.0
P-03008,Cotton Product 3008,Wool,10.02,0.22,0.14,Turkey,Cardboard,4055.5,Road,131.0,89.59,2253.0,3.88,100.0
P-03009,Aluminum Product 3009,Wool,2.86,0.69,0.23,China,Cardboard,2112.6,Rail,96.78,109.38,2876.8,3.97,100.0
P-03010,Glass Product 3010,Wool,9.99,0.62,0.84,Brazil,Bioplastic,8617.4,Air,17.83,114.41,3088.9,2.8,100.0
P-03011,Steel Product 3011,Cotton,10.96,0.32,0.15,India,Bioplastic,8244.4,Rail,94.09,36.07,4770.2,3.42,100.0
P-03012,Paper Product 3012,Polyester,8.88,0.82,0.62,USA,Cardboard,9740.6,Sea,32.03,249.54,4562.1,2.85,100.0
P-03013,Wood Product 3013,Polyester,1.87,0.93,0.29,USA,Cardboard,307.3,Sea,80.86,25.56,1293.8,4.14,100.0
P-03014,Steel Product 3014,Glass,2.14,0.79,0.72,China,Paper,9375.2,Rail,126.17,222.84,4117.8,3.91,100.0
P-03015,Polyester Product 3015,Polyester,2.11,0.68,0.81,Bangladesh,Paper,9602.0,Sea,10.31,255.22,721.7,4.62,100.0
P-03016,Steel Product 3016,Paper,10.57,0.79,0.8,Vietnam,Bioplastic,904.1,Air,126.52,70.6,1178.7,2.51,100.0
P-03017,Aluminum Product 3017,Plastic,12.45,0.43,0.7,China,Recycled,7082.5,Rail,147.34,30.25,1862.6,3.52,100.0
P-03018,Glass Product 3018,Cotton,10.0,0.56,0.22,Vietnam,Bioplastic,5538.9,Rail,88.76,208.69,3397.9,0.75,100.0
P-03019,Steel Product 3019,Paper,2.86,0.58,0.76,Vietnam,Recycled,6384.2,Sea,89.02,260.95,3623.7,1.42,100.0
P-03020,Leather Product 3020,Wood,7.19,0.22,0.43,Bangladesh,Paper,10644.0,Road,131.02,283.2,2366.9,4.87,100.0
P-03021,Aluminum Product 3021,Paper,1.73,0.67,0.17,Bangladesh,Paper,9981.5,Sea,136.9,169.44,857.1,4.84,100.0
P-03022,Wool Product 3022,Cotton,9.75,0.62,0.27,Brazil,Recycled,5617.2,Air,126.79,144.22,411.9,4.81,100.0
P-03023,Glass Product 3023,Paper,9.78,0.54,0.53,UK,Bioplastic,9687.4,Air,126.33,290.88,3643.2,2.87,100.0
P-03024,Cotton Product 3024,Wood,8.1,0.48,0.59,USA,Bioplastic,5184.3,Sea,46.53,66.98,4152.0,1.74,100.0
P-03025,Steel Product 3025,Plastic,6.56,0.73,0.83,China,Cardboard,4085.7,Rail,27.29,268.85,2069.0,1.62,100.0
P-03026,Wool Product 3026,Leather,11.17,0.64,0.32,China,Paper,11841.6,Rail,20.33,97.7,288.4,4.76,100.0
P-03027,Wool Product 3027,Steel,3.2,0.44,0.26,China,Bioplastic,7484.4,Road,58.23,166.24,4574.2,3.78,100.0
P-03028,Paper Product 3028,Leather,4.29,0.46,0.52,Brazil,Recycled,9304.5,Air,66.74,190.26,2087.6,2.15,100.0
P-03029,Wood Product 3029,Plastic,9.46,0.31,0.41,UK,Cardboard,11997.5,Rail,74.53,25.23,4606.2,1.78,100.0
P-03030,Wood Product 3030,Steel,11.71,0.46,0.51,India,Recycled,2366.3,Road,143.15,12.8,521.1,4.12,100.0
P-03031,Aluminum Product 3031,Wool,14.49,0.26,0.22,Brazil,Paper,9389.0,Rail,103.0,9.19,102.9,1.11,100.0
P-03032,Leather Product 3032,Cotton,10.85,0.26,0.37,Italy,Plastic,667.2,Rail,19.56,283.01,1674.3,3.02,100.0
P-03033,Paper Product 3033,Polyester,1.34,0.79,0.65,Turkey,Cardboard,10304.8,Sea,34.8,28.79,2967.9,1.09,100.0
P-03034,Glass Product 3034,Wood,1.49,0.42,0.28,Italy,Bioplastic,8902.6,Air,60.33,291.12,2863.9,4.18,100.0
P-03035,Steel Product 3035,Plastic,11.46,0.32,0.1,Vietnam,Paper,9907.0,Sea,142.01,282.94,1543.6,3.51,99.5
P-03036,Wood Product 3036,Glass,3.38,0.9,0.79,Turkey,Cardboard,5937.0,Rail,80.7,247.88,2589.5,0.9,100.0
P-03037,Polyester Product 3037,Steel,5.43,0.68,0.33,UK,Plastic,3273.8,Air,7.39,243.67,1448.8,0.24,100.0
P-03038,Paper Product 3038,Wood,2.85,0.89,0.77,Vietnam,Plastic,134.0,Sea,92.34,265.95,3571.0,4.93,100.0
P-03039,Cotton Product 3039,Paper,8.42,0.54,0.38,Vietnam,Plastic,568.0,Road,62.72,39.21,1921.3,0.63,100.0
P-03040,Wool Product 3040,Wood,11.19,0.85,0.14,China,Cardboard,2953.0,Air,108.48,88.44,4064.5,2.25,100.0
P-03041,Paper Product 3041,Wood,2.59,0.81,0.78,UK,Plastic,373.3,Road,40.38,238.75,2736.6,3.63,100.0
P-03042,Leather Product 3042,Leather,3.91,0.85,0.53,India,Plastic,8637.9,Sea,95.79,29.01,4939.2,2.04,100.0
P-03043,Steel Product 3043,Plastic,3.97,0.84,0.61,Germany,Plastic,4090.6,Rail,17.18,23.01,2627.1,0.84,100.0
P-03044,Polyester Product 3044,Leather,14.53,0.6,0.69,Turkey,Paper,11265.6,Road,5.87,46.87,3669.4,2.18,100.0
P-03045,Wood Product 3045,Glass,6.83,0.45,0.15,Brazil,Paper,4898.2,Road,7.66,63.07,3261.4,2.21,100.0
P-03046,Leather Product 3046,Polyester,5.95,0.7,0.13,Vietnam,Paper,2199.0,Rail,48.44,255.89,4798.6,2.38,100.0
P-03047,Cotton Product 3047,Cotton,6.47,0.84,0.47,UK,Recycled,4458.1,Road,46.6,37.47,4809.5,4.01,100.0
P-03048,Glass Product 3048,Paper,13.31,0.21,0.38,UK,Plastic,10473.3,Sea,25.89,37.84,3259.8,0.2,100.0
P-03049,Wood Product 3049,Cotton,14.57,0.85,0.68,Turkey,Cardboard,702.2,Air,116.75,276.72,4730.7,4.73,100.0
P-03050,Leather Product 3050,Steel,1.46,0.52,0.35,Turkey,Bioplastic,7810.2,Air,89.98,165.38,1523.0,1.71,100.0
P-03051,Polyester Product 3051,Glass,9.64,0.27,0.3,China,Cardboard,1805.9,Air,148.83,184.34,1421.3,2.3,100.0
P-03052,Paper Product 3052,Glass,1.37,0.87,0.83,India,Cardboard,5991.2,Road,75.72,33.36,873.3,0.11,100.0
P-03053,Polyester Product 3053,Cotton,5.9,0.84,0.4,India,Paper,1938.2,Rail,64.0,99.72,3277.4,3.78,100.0
P-03054,Polyester Product 3054,Glass,3.4,0.75,0.68,China,Bioplastic,4197.1,Road,98.42,256.22,2083.9,4.49,100.0
P-03055,Paper Product 3055,Polyester,2.47,0.71,0.67,Germany,Cardboard,9843.7,Rail,6.64,81.14,2168.2,1.02,100.0
P-03056,Leather Product 3056,Plastic,10.28,0.83,0.74,USA,Paper,2006.7,Rail,1.75,155.68,1426.4,1.37,100.0
P-03057,Glass Product 3057,Cotton,14.87,0.67,0.6,China,Paper,4010.6,Sea,83.1,242.91,3594.3,0.9,100.0
P-03058,Wood Product 3058,Paper,9.26,0.55,0.75,China,Cardboard,10638.3,Sea,83.57,7.33,3162.5,3.97,100.0
P-03059,Steel Product 3059,Leather,8.44,0.6,0.2,UK,Paper,9322.0,Rail,103.4,148.33,207.4,0.13,100.0
P-03060,Cotton Product 3060,Wood,9.0,0.53,0.71,Bangladesh,Plastic,2128.4,Road,12.95,294.96,4085.0,3.38,100.0
P-03061,Wool Product 3061,Paper,2.96,0.83,0.15,India,Plastic,10429.7,Rail,126.79,285.6,841.2,4.09,100.0
P-03062,Leather Product 3062,Polyester,10.49,0.79,0.43,Brazil,Cardboard,5738.5,Air,66.56,253.59,2031.8,2.21,100.0
P-03063,Leather Product 3063,Leather,4.95,0.64,0.14,Turkey,Bioplastic,8394.6,Road,21.18,80.02,4919.9,0.22,100.0
P-03064,Glass Product 3064,Steel,1.76,0.65,0.73,Italy,Cardboard,3677.4,Rail,102.33,179.85,3165.2,4.58,100.0
P-03065,Aluminum Product 3065,Leather,10.06,0.59,0.15,Italy,Cardboard,9796.2,Rail,11.82,101.82,2873.7,3.04,100.0
P-03066,Steel Product 3066,Steel,6.08,0.42,0.42,China,Plastic,10707.0,Rail,55.66,98.37,892.5,2.18,100.0
P-03067,Glass Product 3067,Plastic,5.08,0.49,0.39,USA,Cardboard,9406.4,Sea,3.0,25.48,2430.6,2.86,100.0
P-03068,Paper Product 3068,Steel,6.42,0.79,0.67,Bangladesh,Recycled,8027.4,Sea,117.68,268.79,4679.4,0.6,100.0
P-03069,Plastic Product 3069,Glass,3.51,0.37,0.27,Germany,Paper,1279.4,Road,89.11,111.84,3939.3,4.49,100.0
P-03070,Wool Product 3070,Aluminum,3.08,0.85,0.75,India,Cardboard,1624.3,Sea,28.16,117.35,988.9,0.39,100.0
P-03071,Wool Product 3071,Glass,8.7,0.87,0.39,USA,Cardboard,7858.2,Road,61.33,93.97,4909.4,0.15,100.0
P-03072,Plastic Product 3072,Plastic,7.86,0.65,0.67,Italy,Bioplastic,7346.9,Road,51.98,253.79,736.4,2.72,100.0
P-03073,Polyester Product 3073,Wood,10.18,0.5,0.22,India,Plastic,3071.0,Sea,41.38,121.52,4070.9,0.26,100.0
P-03074,Plastic Product 3074,Paper,13.31,0.62,0.16,China,Bioplastic,7565.3,Rail,43.04,43.5,2134.7,4.41,100.0
P-03075,Cotton Product 3075,Wood,3.94,0.65,0.88,USA,Recycled,7755.4,Rail,35.27,279.59,2221.9,1.69,100.0
P-03076,Aluminum Product 3076,Polyester,4.21,0.6,0.47,Brazil,Plastic,1320.6,Air,2.29,247.96,4768.1,4.88,100.0
P-03077,Leather Product 3077,Glass,14.08,0.26,0.78,UK,Cardboard,4190.8,Air,145.69,43.89,4936.4,2.11,100.0
P-03078,Polyester Product 3078,Glass,11.85,0.37,0.55,Italy,Paper,7362.4,Sea,74.64,168.78,3323.1,2.9,100.0
P-03079,Wool Product 3079,Glass,4.09,0.57,0.18,Germany,Recycled,9944.6,Air,76.08,138.26,866.4,3.53,100.0
P-03080,Wool Product 3080,Glass,6.17,0.86,0.49,UK,Cardboard,8955.4,Air,96.73,13.39,4627.6,2.39,100.0
P-03081,Paper Product 3081,Wool,12.44,0.71,0.79,Bangladesh,Bioplastic,1216.1,Rail,101.26,25.36,3674.9,3.78,100.0
P-03082,Steel Product 3082,Plastic,2.15,0.87,0.25,Vietnam,Cardboard,1152.9,Road,62.27,99.78,2885.0,3.71,100.0
P-03083,Wool Product 3083,Glass,4.76,0.53,0.25,India,Recycled,2289.5,Sea,148.78,219.32,286.1,1.34,100.0
P-03084,Glass Product 3084,Wool,6.0,0.6,0.53,Brazil,Recycled,7057.9,Rail,130.79,62.7,1495.3,0.54,100.0
P-03085,Wood Product 3085,Wood,10.11,0.47,0.19,Turkey,Plastic,8501.8,Air,30.5,80.39,1358.4,4.44,100.0
P-03086,Plastic Product 3086,Aluminum,2.6,0.23,0.44,Brazil,Paper,6309.6,Road,117.87,185.26,4333.9,2.86,100.0
P-03087,Wood Product 3087,Plastic,6.15,0.94,0.59,USA,Cardboard,10235.3,Air,36.3,269.87,2253.7,2.51,100.0
P-03088,Aluminum Product 3088,Glass,6.31,0.62,0.72,India,Bioplastic,5619.4,Sea,90.47,100.97,3279.5,3.8,100.0
P-03089,Cotton Product 3089,Plastic,3.11,0.54,0.74,Germany,Plastic,8184.5,Rail,22.09,95.08,4273.4,1.4,100.0
P-03090,Steel Product 3090,Steel,1.5,0.66,0.88,USA,Bioplastic,1218.9,Sea,9.56,64.64,4107.4,2.42,100.0
P-03091,Cotton Product 3091,Polyester,10.54,0.91,0.62,USA,Paper,10659.1,Rail,24.46,22.0,973.1,0.79,100.0
P-03092,Glass Product 3092,Aluminum,5.01,0.95,0.72,Turkey,Cardboard,10959.1,Air,39.23,288.83,4966.9,3.54,100.0
P-03093,Glass Product 3093,Paper,2.27,0.21,0.61,India,Paper,5959.8,Air,83.4,259.7,4874.3,3.38,100.0
P-03094,Cotton Product 3094,Leather,10.68,0.58,0.89,Italy,Bioplastic,6272.7,Rail,78.17,55.56,4225.6,0.81,100.0
P-03095,Paper Product 3095,Leather,3.72,0.83,0.64,USA,Bioplastic,5118.7,Road,144.64,47.3,427.0,2.98,100.0
P-03096,Leather Product 3096,Wood,8.6,0.82,0.85,Germany,Bioplastic,2866.0,Rail,70.1,199.35,4885.3,0.68,100.0
P-03097,Steel Product 3097,Glass,1.94,0.28,0.35,Turkey,Recycled,7867.1,Rail,69.94,67.05,2331.2,0.88,100.0
P-03098,Paper Product 3098,Aluminum,3.86,0.86,0.66,Vietnam,Cardboard,5023.6,Rail,137.25,265.71,1828.3,0.65,100.0
P-03099,Wool Product 3099,Polyester,4.52,0.28,0.48,India,Recycled,10413.1,Sea,140.9,129.91,2437.9,3.69,100.0
P-03100,Wood Product 3100,Leather,6.09,0.35,0.71,UK,Paper,3628.1,Road,123.15,7.19,3192.9,4.39,100.0
P-03101,Paper Product 3101,Wood,2.66,0.79,0.58,Italy,Cardboard,10427.3,Sea,92.79,188.33,3004.3,0.34,100.0
P-03102,Wood Product 3102,Wood,3.75,0.68,0.27,Bangladesh,Plastic,7204.9,Rail,111.65,62.66,1834.9,1.32,100.0
P-03103,Leather Product 3103,Aluminum,11.04,0.75,0.44,Germany,Cardboard,7997.2,Air,40.51,16.72,800.4,1.13,100.0
P-03104,Aluminum Product 3104,Polyester,9.01,0.74,0.13,Turkey,Recycled,5062.3,Road,115.98,159.43,700.5,3.2,100.0
P-03105,Polyester Product 3105,Wood,12.99,0.85,0.67,China,Paper,6807.0,Sea,57.7,150.69,4658.2,1.98,100.0
P-03106,Steel Product 3106,Paper,12.32,0.68,0.3,Germany,Paper,6741.4,Air,68.09,111.72,921.8,4.41,100.0
P-03107,Cotton Product 3107,Wool,4.13,0.86,0.26,USA,Bioplastic,4592.8,Air,135.52,49.18,1199.5,0.11,100.0
P-03108,Wool Product 3108,Wool,4.29,0.21,0.73,Bangladesh,Plastic,436.1,Rail,80.45,35.56,1534.3,2.76,100.0
P-03109,Aluminum Product 3109,Cotton,3.55,0.65,0.21,UK,Paper,6389.8,Sea,93.78,214.13,4212.7,1.58,100.0
P-03110,Plastic Product 3110,Paper,1.35,0.46,0.76,Bangladesh,Bioplastic,3369.8,Rail,146.47,65.0,2149.8,1.52,100.0
P-03111,Leather Product 3111,Steel,13.21,0.24,0.16,Brazil,Paper,2005.2,Sea,21.69,136.61,4974.6,1.19,100.0
P-03112,Glass Product 3112,Cotton,14.26,0.78,0.44,USA,Cardboard,6743.0,Air,39.13,258.87,322.2,1.01,100.0
P-03113,Glass Product 3113,Glass,11.26,0.5,0.46,India,Cardboard,7940.2,Air,121.45,71.93,1214.4,2.07,100.0
P-03114,Polyester Product 3114,Wood,3.28,0.77,0.57,UK,Paper,2312.7,Rail,146.62,77.98,3022.9,3.67,100.0
P-03115,Paper Product 3115,Polyester,10.34,0.75,0.87,USA,Cardboard,8920.5,Road,42.94,103.1,4252.2,2.14,100.0
P-03116,Wood Product 3116,Wood,13.23,0.57,0.64,Vietnam,Paper,2601.6,Sea,104.27,41.41,1889.0,4.2,100.0
P-03117,Aluminum Product 3117,Wood,8.92,0.55,0.14,USA,Plastic,5746.6,Road,105.41,36.1,1370.2,1.87,100.0
P-03118,Cotton Product 3118,Leather,13.19,0.63,0.16,Turkey,Plastic,5212.3,Rail,46.18,19.81,3576.2,4.02,100.0
P-03119,Wood Product 3119,Glass,9.6,0.54,0.88,India,Cardboard,11290.6,Road,53.08,193.44,2822.6,1.1,100.0
P-03120,Plastic Product 3120,Wood,11.75,0.4,0.52,Bangladesh,Cardboard,7796.8,Air,50.33,200.72,251.0,1.22,100.0
P-03121,Polyester Product 3121,Cotton,9.57,0.38,0.16,Brazil,Bioplastic,5122.1,Rail,68.21,41.43,2526.7,4.18,100.0
P-03122,Leather Product 3122,Glass,14.68,0.32,0.66,India,Bioplastic,3867.5,Rail,117.15,264.16,2962.2,0.96,100.0
P-03123,Cotton Product 3123,Paper,13.18,0.45,0.36,Brazil,Recycled,10059.3,Rail,77.19,257.95,2859.3,4.79,100.0
P-03124,Steel Product 3124,Steel,8.41,0.74,0.71,Germany,Cardboard,4545.7,Rail,111.17,131.3,2287.0,0.32,100.0
P-03125,Aluminum Product 3125,Polyester,7.96,0.53,0.16,Bangladesh,Bioplastic,10601.1,Sea,85.3,103.4,3480.5,2.09,100.0
P-03126,Glass Product 3126,Cotton,11.0,0.41,0.86,Turkey,Bioplastic,6944.2,Sea,143.15,17.75,2847.0,1.16,100.0
P-03127,Paper Product 3127,Paper,12.55,0.8,0.3,UK,Cardboard,1092.7,Rail,141.68,268.43,218.3,3.47,100.0
P-03128,Polyester Product 3128,Leather,4.49,0.34,0.88,Bangladesh,Bioplastic,1462.9,Sea,109.09,26.75,4027.5,0.75,100.0
P-03129,Leather Product 3129,Polyester,3.15,0.67,0.45,Italy,Bioplastic,11566.8,Sea,64.81,292.61,796.7,2.63,100.0
P-03130,Glass Product 3130,Aluminum,7.37,0.36,0.71,UK,Bioplastic,11083.1,Rail,33.82,33.1,2819.7,0.19,100.0
P-03131,Wool Product 3131,Cotton,1.54,0.84,0.2,USA,Paper,4425.3,Road,99.46,293.08,4215.0,3.77,100.0
P-03132,Steel Product 3132,Wood,3.1,0.87,0.65,Vietnam,Bioplastic,5908.1,Rail,5.15,95.91,3795.4,2.29,100.0
P-03133,Plastic Product 3133,Wood,9.87,0.66,0.37,Germany,Recycled,5005.9,Sea,128.13,35.97,4412.0,2.17,100.0
P-03134,Leather Product 3134,Wool,5.82,0.73,0.32,Brazil,Bioplastic,1534.2,Air,32.95,173.34,1245.2,0.28,100.0
P-03135,Plastic Product 3135,Glass,6.75,0.82,0.6,Turkey,Paper,3264.4,Rail,54.93,203.97,2511.5,4.17,100.0
P-03136,Leather Product 3136,Polyester,1.68,0.42,0.33,Brazil,Bioplastic,2426.9,Road,29.68,93.15,2095.1,0.75,100.0
P-03137,Cotton Product 3137,Wool,6.82,0.76,0.12,UK,Plastic,11553.1,Sea,51.96,122.7,4021.4,0.41,100.0
P-03138,Leather Product 3138,Steel,4.52,0.64,0.56,Bangladesh,Plastic,604.0,Rail,133.79,140.35,4334.4,4.65,100.0
P-03139,Steel Product 3139,Plastic,2.33,0.94,0.22,India,Paper,10457.6,Rail,61.36,84.35,1648.0,1.68,100.0
P-03140,Plastic Product 3140,Steel,4.61,0.21,0.87,UK,Recycled,7943.3,Road,12.93,135.54,2095.8,3.18,100.0
P-03141,Leather Product 3141,Plastic,4.46,0.7,0.16,India,Cardboard,9577.3,Road,123.93,12.73,369.1,1.43,100.0
P-03142,Wood Product 3142,Plastic,10.62,0.35,0.15,Germany,Plastic,9275.6,Road,86.1,15.66,4541.2,1.96,100.0
P-03143,Wool Product 3143,Steel,2.95,0.58,0.17,India,Plastic,5578.7,Air,90.31,296.13,4865.1,3.26,100.0
P-03144,Aluminum Product 3144,Aluminum,8.91,0.89,0.24,Italy,Paper,1914.0,Sea,7.29,133.14,3560.4,1.42,100.0
P-03145,Steel Product 3145,Wool,10.71,0.38,0.76,Italy,Cardboard,5069.2,Road,95.62,168.84,1338.0,1.59,100.0
P-03146,Aluminum Product 3146,Plastic,11.62,0.76,0.84,Italy,Bioplastic,8133.5,Rail,39.9,233.38,3805.7,4.02,100.0
P-03147,Steel Product 3147,Leather,11.86,0.42,0.76,Vietnam,Recycled,10006.2,Air,11.89,181.93,870.0,2.32,100.0
P-03148,Wood Product 3148,Aluminum,3.53,0.79,0.37,India,Cardboard,7187.3,Road,110.41,244.23,4408.8,3.26,100.0
P-03149,Cotton Product 3149,Paper,5.72,0.31,0.62,Bangladesh,Paper,7590.9,Rail,105.03,34.86,973.7,0.31,100.0
P-03150,Leather Product 3150,Aluminum,1.82,0.46,0.16,Italy,Cardboard,3017.3,Air,53.8,109.0,4579.1,2.53,100.0
P-03151,Wool Product 3151,Polyester,7.57,0.65,0.45,Bangladesh,Bioplastic,10832.4,Rail,2.92,218.87,267.7,4.12,100.0
P-03152,Leather Product 3152,Cotton,7.01,0.85,0.11,China,Paper,10810.7,Sea,18.45,46.59,2179.6,3.95,100.0
P-03153,Aluminum Product 3153,Plastic,5.41,0.35,0.17,India,Paper,8778.1,Sea,116.81,136.63,3784.3,4.45,100.0
P-03154,Cotton Product 3154,Wool,6.96,0.26,0.37,Bangladesh,Bioplastic,4345.6,Rail,10.93,276.82,4153.9,3.82,100.0
P-03155,Leather Product 3155,Aluminum,7.76,0.32,0.54,Germany,Plastic,9907.6,Sea,69.96,275.49,3242.5,4.35,100.0
P-03156,Wool Product 3156,Leather,14.75,0.68,0.15,Germany,Plastic,9293.4,Air,110.32,179.65,2789.8,0.13,100.0
P-03157,Polyester Product 3157,Leather,5.77,0.61,0.42,Bangladesh,Recycled,10304.6,Road,73.0,251.26,2152.8,4.96,100.0
P-03158,Polyester Product 3158,Plastic,2.86,0.57,0.65,Bangladesh,Plastic,9384.0,Sea,113.36,217.73,1709.6,3.79,100.0
P-03159,Wool Product 3159,Polyester,7.97,0.93,0.74,China,Bioplastic,8655.3,Road,109.96,298.74,1640.9,3.04,100.0
P-03160,Wool Product 3160,Polyester,7.82,0.69,0.24,Turkey,Cardboard,11789.5,Air,119.58,291.84,2888.2,3.31,100.0
P-03161,Polyester Product 3161,Cotton,12.15,0.58,0.35,China,Recycled,6482.9,Sea,13.86,282.14,1981.3,2.34,100.0
P-03162,Paper Product 3162,Leather,13.98,0.45,0.85,China,Paper,7913.4,Rail,114.15,107.96,1530.2,4.05,100.0
P-03163,Leather Product 3163,Polyester,13.73,0.73,0.68,Bangladesh,Bioplastic,6659.6,Air,87.15,12.31,3948.5,2.89,100.0
P-03164,Aluminum Product 3164,Glass,5.21,0.89,0.85,UK,Cardboard,7231.5,Air,8.41,61.35,3323.1,2.94,100.0
P-03165,Wool Product 3165,Wool,12.65,0.29,0.55,USA,Bioplastic,9219.0,Sea,93.69,248.01,3457.7,2.39,100.0
P-03166,Cotton Product 3166,Paper,9.77,0.93,0.39,USA,Paper,664.4,Road,2.27,134.29,4840.2,0.88,100.0
P-03167,Plastic Product 3167,Plastic,13.52,0.74,0.84,Italy,Paper,4325.5,Rail,52.65,55.32,413.1,3.38,100.0
P-03168,Leather Product 3168,Steel,1.03,0.3,0.17,Vietnam,Plastic,11254.5,Road,91.42,56.42,1086.6,0.86,100.0
P-03169,Glass Product 3169,Plastic,14.63,0.64,0.8,Vietnam,Plastic,1367.5,Road,91.22,298.05,2217.5,4.2,100.0
P-03170,Leather Product 3170,Leather,4.3,0.68,0.25,UK,Recycled,5176.6,Sea,66.07,126.23,2606.5,1.03,100.0
P-03171,Plastic Product 3171,Steel,7.84,0.58,0.29,Germany,Paper,2597.4,Sea,34.07,170.33,2218.4,0.26,100.0
P-03172,Glass Product 3172,Paper,6.91,0.71,0.16,Vietnam,Bioplastic,8149.3,Rail,141.43,98.91,1810.1,3.34,100.0
P-03173,Wool Product 3173,Wool,12.85,0.23,0.83,USA,Plastic,8232.9,Air,103.06,121.61,4250.0,0.55,100.0
P-03174,Leather Product 3174,Polyester,9.86,0.51,0.29,Italy,Cardboard,341.6,Road,96.06,220.3,1558.2,4.25,100.0
P-03175,Steel Product 3175,Cotton,3.49,0.84,0.51,Vietnam,Recycled,9568.5,Road,24.42,291.24,4942.1,2.51,100.0
P-03176,Steel Product 3176,Aluminum,13.79,0.4,0.55,Bangladesh,Bioplastic,4737.0,Sea,41.22,137.79,2339.1,4.32,100.0
P-03177,Plastic Product 3177,Glass,2.41,0.71,0.18,Bangladesh,Cardboard,2031.0,Road,89.1,83.89,1426.0,1.41,100.0
P-03178,Glass Product 3178,Plastic,2.57,0.94,0.13,USA,Cardboard,9025.1,Air,98.3,63.38,1118.4,2.62,100.0
P-03179,Polyester Product 3179,Leather,10.24,0.8,0.29,Bangladesh,Bioplastic,2217.2,Rail,103.08,235.12,989.3,5.0,100.0
P-03180,Wood Product 3180,Glass,2.26,0.58,0.8,Italy,Cardboard,10404.3,Sea,32.1,221.18,3822.5,4.88,100.0
P-03181,Glass Product 3181,Leather,5.82,0.72,0.13,Bangladesh,Recycled,3192.4,Air,144.06,91.72,3661.4,4.49,100.0
P-03182,Wood Product 3182,Leather,6.27,0.28,0.36,Turkey,Paper,10011.9,Road,12.37,290.29,3890.1,4.69,100.0
P-03183,Polyester Product 3183,Plastic,2.86,0.44,0.57,India,Cardboard,4493.8,Rail,138.7,40.15,4801.7,1.92,100.0
P-03184,Glass Product 3184,Wood,8.73,0.64,0.63,Bangladesh,Bioplastic,7600.3,Rail,109.97,237.38,1107.8,0.21,100.0
P-03185,Wool Product 3185,Aluminum,1.37,0.33,0.11,Brazil,Paper,2272.6,Road,92.55,133.15,4713.3,2.14,100.0
P-03186,Paper Product 3186,Leather,7.54,0.51,0.67,Italy,Plastic,1636.2,Sea,144.7,253.2,4642.6,2.37,100.0
P-03187,Leather Product 3187,Paper,13.47,0.87,0.37,China,Paper,10295.8,Sea,23.33,10.12,1363.5,1.55,100.0
P-03188,Leather Product 3188,Wool,9.17,0.65,0.29,UK,Paper,8028.0,Rail,120.78,126.01,2408.1,1.5,100.0
